Owner Bucket  ?,Case Number,Account Name,Subject,Description,Resolution/Root Cause,Priority,Primary CSM,Created By,Date/Time Opened,Case Age,Category,Sub-Category,Age,Business Hours Age
,215271,Alight Solutions,Error with new custom Last Year to Date filter,"Hi, I need help with a new custom filter I created. For the field Created Date, I need to be able to select ""last year to date."" For example, on March 4, 2025, selecting this filter would show me opportunities that were created between Jan 1 and March 4, 2024 (through this time last year). In Clari Studio, I went to Field Configuration and edited the Created Date field. I added a Custom Option named ""Last Year to Date"" and gave it the criteria ""is Last Year"" AND ""is before 1 year ago"". I saved and published the change. I thought this would work, but when I choose it as a Filter, I see the ""There was an error loading this page"" error. Can you help?",Updated the filter 'Created Date = Last Year to Date'.,Low,Liz LeDoux Tajonar,Peggy Sue Marlin,"3/4/2025, 9:31 AM",6,Configuration,Forecast - Update,143,64.16444444
,215285,Atlassian Pty Ltd,Loom SSE Tab - Target Column Mode Change,"Hello, in our Clari Forecast configuration, we noticed on the 'Loom - SSE' tab that the 'Target' column's mode is ""Account Owner with Products,"" but it needs to be ""EA Credit Owner Products"". Can we update the Mode to be ""EA Credit Owner Products""?

Thank you,
Andy",Updated the mode of the 'Target' column in the Loom SSE Tab from 'Account Owner with Products' to 'EA Credit Owner Products.,Low,Chris Hughes,Andy Coffman,"3/4/2025, 10:21 AM",2,Configuration,Forecast - Update,44,28.20694444
,215293,"Databricks, Inc.",Add a quota field to the renewals forecast tab,"Please add a quota field to the renewals forecast page, a quota column","We have created the new quota column as requested with the amount field provided .Please find the screenshot below 
Note:
1) Quota and closed columns are associated by default and we will not be able to remove are more the closed column away from the qu",Low,Dov Markowitz,Efrén Chacón,"3/4/2025, 10:57 AM",3,Configuration,Forecast - Update,77,53.20444444
,215312,"Censys, Inc.",Moving Forecast to Opportunity Splits,"Hi,

I'd like to move our Clari Forecast to use opportunity splits. Is there someone that can help me start this process?

Thank you,
Kristin",created a new Splits mode to pull the data from OpportunitySplit object,Low,Pooled CSM,Kristin Houghtaling,"3/4/2025, 12:20 PM",12,Configuration,Forecast - Update,284,133.6622222
,215309,1E,Forecasting Changes: Churn Forecast Tab,"Hi, I'd like to make two changes to the Churn Forecast tab in our Clari Forecasting configuration.

1) the Churn Call formula is currently = ( Churn Forecast (pending delete) – CPI )

I would like to change this formula to = ( Retention Forecast - Renewal Quota + CPI)

We are not able to change this query directly.

2) Can we please delete the two fields renamed to include (Pending Delete). 

The Renewal Low field can't be deleted as it's the default field, and it would be better to have Retention Forecast as the default forecast field.
The Churn Forecast field cannot be deleted as it's being used in the Churn Call query.

Thank you","Updated the formula for the 'Churn Call' column, removed the 'Churn Forecast (pending delete)' and 'Renewal Low (pending delete)' columns, and made 'Retention Forecast' as a default column  in the 'Churn' tab.",Low,Toni Pang,Justin Rogers,"3/4/2025, 12:11 PM",2,Configuration,Forecast - Update,47,31.43138889
,215303,Nutanix,Update Total Port% New-ACV Formula & Add NAI to PP Call Calculation,"Hi Team,

Could you please add NAI Call to PP Call Calculation?

= ( NDB Call + NCM Call + NUS Call + NKP Call + NAI Call )

Also, please help update ""Total Port% New-ACV"" forecast tab formula to include the NAI quota closed.

The formula should be:
Total Port% New-ACV = ( NDB Quota + NCM Quota + NUS Quota + NKP Quota + NAI Quota ) / New SW ACV Closed

Attached is a snapshot for reference and let me know if you have any questions. 

Thanks,
Samson R",updated the calculation formula for the Port% New-ACV and PP Call columns in the Portfolio Products tab,Low,Cortney Fickey,Samson R,"3/4/2025, 11:53 AM",3,Configuration,Forecast - Update,69,45.25611111
,215337,Flexera,Making Changes to the Flexera Forecast Tab,Can we hide the CRO-Total Commit (Flexera Products) and the CRO-Total Commit (Snow Products) columns in the Flexera Forecast forecasting tab? See attached screenshot for details.,We have hidden the CRO-Total Commit (Flexera Products) and the CRO-Total Commit (Snow Products) columns (Monthly and quarterly duration )in the Flexera Forecast forecasting tab as requested,Low,Nico Alvarez,Joseph Wnukowski,"3/4/2025, 2:25 PM",1,Configuration,Forecast - Update,27,19.03277778
,215332,"Dataiku, Inc.",Columns updates,"Hello team! Could you please update the below on the tab 'Initial + Upsell Declarative' for columns 'Commit', 'Expected', 'Best Case', 'MGT Weighted NNARR' , 'AE Exepcted' add the filters below:

STAGE (EXCLUDED) = Disqualified, Lost, Sales Accepted Lead, Goal


Thank you!","Under the tab 'Initial + Upsell Declarative' for columns 'Commit', 'Expected', 'Best Case', 'MGT Weighted NNARR' , 'AE Exepcted' we have add the filters below as requested :

STAGE (EXCLUDED) = Disqualified, Lost, Sales Accepted Lead, Goal",Low,Lyuda Rogers,Inna Logunova,"3/4/2025, 1:50 PM",3,Configuration,Forecast - Update,74,50.28444444
,215342,Eptura,Create Activity Signal - Seismic,"Seismic is creating tasks within SFDC that we would like to bring into Clari for both the opportunity module and the accounts module. Task example attached; but subject line always starts with ""[Seismic]""","The ""Seismic"" signal is showing up under both the opportunity module and the accounts module",P3,Sarah Fagan,Aaron Richardson,"3/4/2025, 2:51 PM",6,Configuration,Signals - Update,146,67.14222222
,215340,Medrio,Medrio - 3 New Forecast Tabs,"Hello,

Our account Medrio would like 2 new forecast tabs for Pipeline Goal Monthly, and Pipeline Goal Quarterly.

Then they also have adjustments to be made for the Bookings Goal tab. The adjustments will be for specific calls for Renewals, Upsells, and Change Orders, the changes/additions will come from columns H-V.

Please let me know if you have any questions",n/a,Low,Matthew Mcginley,Matthew Mcginley,"3/4/2025, 2:38 PM",3,Configuration,Forecast - Update,78,51.35833333
,215348,Flexera,Hiding Columns in the Revenera New Business Forecast tab,"Hello, there are 2 parts to this request.

1. In the Revenera New Business Forecast tab, there are two forecast fields, High Current Projection and Low Current Projection. Can we hide these fields so that they no longer require the users to update weekly?

2. Can we also hide the columns Cloud Pipeline, Subscription Pipeline and Perpetual Pipeline from this forecast tab?

See screenshots for clarification.
Let me know if there are any questions. Thank you","We have hidden High Current Projection, Low Current Projection ,Cloud Pipeline, Subscription Pipeline and Perpetual Pipeline columns from Revenera New Business Forecast tab as requested .",P3,Nico Alvarez,Joseph Wnukowski,"3/4/2025, 3:03 PM",1,Configuration,Forecast - Update,26,18.39305556
,215358,REMOTE EUROPE HOLDING B.V.,"Please Change ""Most Likely""to ""Commit""","Please Change ""Most Likely""to ""Commit"" everywhere in the configuration, across ALL Tabs.
We are no longer using ""Most Likely"", we are now using ""Commit"" as a value instead of ""Most Likely""
There are various formulas and fields that are filtered on ""Most Likely"" or using ""Most Likely"" - please update to ""Commit"" instead.

Thank you","updated the forecast category filter across all tabs by replacing ""Most Likely"" with ""Commit""",P3,Said Mussa,Hind Zerrouki,"3/4/2025, 4:53 PM",10,Configuration,Forecast - Update,225,113.8877778
,215355,REMOTE EUROPE HOLDING B.V.,Delete Tabs,"Please delete the following tabs:
- OLD-Summary
- OLD-New Business
- OLD-Expansion Business
- OLD-Product
- EOR Splits","We have deleted the following tabs as requested :
- OLD-Summary
- OLD-New Business
- OLD-Expansion Business
- OLD-Product
- EOR Splits",P3,Said Mussa,Hind Zerrouki,"3/4/2025, 4:45 PM",1,Configuration,Forecast - Update,25,16.70861111
,215360,Sysdig,NACV forecast tab,"Please change the format to show the dollar amount instead of the percentage for these two columns
1. Gap to commit
2. Gap to best case","We have changed the format to show the dollar amount instead of the percentage for these two columns

1. Gap to commit

2. Gap to best case as requested",Low,Elizabeth Stoughton,Janhavi Wagle,"3/4/2025, 7:10 PM",1,Configuration,Forecast - Update,22,15.46083333
,215412,Corsearch,Update formula field,"Hi there, 
Under the Brand Protection Forecast Tab please can you update the Total Closed - ARR + Price Increase calculation so it also includes values from Non ARR Closed. Query should look like: = ( Quota + Price Increase Closed + Non ARR Closed). If there is a way forme to do this myself, please let me know. 
Also, this combination field, could that then be used to calculate Gap to Quota? 
Thank you Binti",Updated the formula for the 'Total Closed - ARR + Price Increase' calculation column in the 'Brand Protection Forecast' tab.,Low,Matthew Mcginley,Binti McEvaddy,"3/5/2025, 4:33 AM",15,Configuration,Forecast - Update,375,189.4441667
,215417,"Censys, Inc.",Add Opp Splits to Forecast,"Hi,

In case # 00215312, ""Split Mode"" was enabled for my org. The next step is to show splits within our Forecast. I only need splits for ""New Business,"" but I'm hoping we can add splits to a new forecast tab while we're in testing phase. Can someone please assist me with applying split mode to our Forecast view? We currently use ""Net New Bookings"" as our forecast field for New Business, so I'd like to use the ""Net New Bookings"" opportunity split moving forward (field name = ""label"").

Thank you,
Kristin","created the new New Business Test tab which have  Opportunity Split Type = ""Net New Bookings"" filter in  all the columns in the new tab.

All users who have access to the New Business tab now also have access to the New Business Test tab.",Low,Pooled CSM,Kristin Houghtaling,"3/5/2025, 5:59 AM",12,Configuration,Forecast - Update,304,140.0022222
,215429,"Sage Intacct, Inc.",Create a New Forecasting Tab,"Hi-could you please build me a new forecasting tab called US NCA Channel - Intacct. I would essentially want to duplicate the NB Forecast and update the Mode from Default to VAR. Then update anytime it says opportunity.custtype__c =Direct to opportunity.custtype__c = VAR. I would also need to add a filter that says CRE OPPORTUNITY = Not Checked.  
Not Checked.  

I have exported the NB Forecast changed the mode and athe channel to var but was unsure how to add teh CRE Opportunity = Not checked. It also includes a tab that says Filters which includes the filters that are needed in the new tab.  

Thanks!","Created the new tab ""US NCA Channel - Intacct"". which is the clone of the  NB Forecast tab and updated the mode and formula filter as per the attached sheet.

 Updated the 'stage = Disqualified: CPQ Converted' in the new ""US NCA Channel - Intacct"" tab.",P3,Said Mussa,Jackie Lickus,"3/5/2025, 6:58 AM",6,Configuration,Forecast - Update,156,75.02694444
